"VAD2-29_O_L_6";"VAD2-14_O_L_6";"VAD2-15_O_L_6";"VAD2-44_O_L_6";"VAD2-45_O_L_24";"VAD2-26_O_L_24";"VAD2-28_O_L_24";"VAD2-25_O_L_24";"VAD2-22_O_L_72";"VAD2-17_O_L_72";"VAD2-48_O_L_72";"VAD2-33_O_L_72";"VAD2-47_O_L_144";"VAD2-18_O_L_144";"VAD2-35_O_L_144";"VAD2-23_O_L_144";"MDV1-50_O_L_6";"MDV1-15_O_L_6";"MDV1-23_O_L_6";"MDV1-13_O_L_6";"MDV1-44_O_L_24";"MDV1-16_O_L_24";"MDV1-41_O_L_24";"MDV1-33_O_L_24";"MDV1-31_O_L_72";"MDV1-46_O_L_72";"MDV1-18_O_L_72";"MDV1-49_O_L_72";"MDV1-24_O_L_144";"MDV1-9_O_L_144";"MDV1-12_O_L_144";"MDV1-45_O_L_144";"MDV2.3-21_O_L_6";"MDV2.3-18_O_L_6";"MDV2.3-33_O_L_6";"MDV2.3-49_O_L_6";"MDV2.3-17_O_L_24";"MDV2.3-45_O_L_24";"MDV2.3-13_O_L_24";"MDV2.3-30_O_L_24";"MDV2.3-44_O_L_72";"MDV2.3-28_O_L_72";"MDV2.3-32_O_L_72";"MDV2.3-15_O_L_72";"MDV2.3-26_O_L_144";"MDV2.3-19_O_L_144";"MDV2.3-50_O_L_144";"MDV2.3-46_O_L_144"
"gene_124";0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1
"gene_125";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_126";0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;7;0;0;0;0;2;0;0;2;0;0;0;0
"gene_127";1;0;1;0;2;0;0;0;0;2;0;0;1;0;0;0;4;0;0;1;3;4;0;0;0;0;0;1;3;1;0;0;0;1;0;2;0;0;0;3;1;0;1;1;0;0;2;2
"gene_128";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;5;0;0;0;0
"gene_129";0;0;0;1;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"gene_130";0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"gene_131";1;0;0;0;1;0;0;2;0;1;3;0;1;0;0;0;0;0;0;3;0;1;0;0;0;1;0;2;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1
"gene_132";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_133";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"gene_134";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gene_135";0;0;1;2;1;0;2;1;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1
"gene_136";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;1;0;1;0;2;0;0;1;0;2;0;0;0;1;0;9;0;1;0;1;0;0;0;18;1;1;2;0
"gene_137";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gene_138";0;0;0;0;0;0;0;2;0;4;1;0;2;0;0;3;0;0;0;0;2;0;0;0;2;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;1
"gene_139";0;0;0;3;3;0;2;2;0;1;2;0;0;4;0;0;0;0;0;0;2;6;0;2;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;2;2;0;2;0;0;0;0
"gene_140";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"gene_141";2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;0;0;1
"gene_142";6;35;10;12;119;3;27;77;10;33;39;4;47;39;25;7;3;4;3;18;48;65;18;30;11;9;5;30;21;47;3;21;8;1;5;44;7;13;10;20;67;4;9;52;43;6;26;39
"gene_143";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
"gene_144";0;3;2;0;8;0;1;12;3;5;2;0;14;2;0;0;0;0;1;2;2;18;1;2;1;0;1;3;4;2;3;5;0;0;0;7;3;2;6;3;12;1;0;13;0;0;1;4
"gene_145";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_146";0;0;0;3;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0
"gene_147";0;0;1;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_148";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_149";3;0;0;3;1;1;0;0;0;0;1;0;3;0;0;0;2;0;1;0;1;2;2;1;0;3;0;0;3;1;0;1;1;0;1;1;1;0;3;0;1;1;0;4;0;3;6;2
"gene_150";0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;3;0;2;1;0;0;0;1;10;0;4;0;0
"gene_151";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
"gene_152";0;0;2;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"gene_153";2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gene_154";0;1;2;0;13;1;1;1;2;2;4;3;1;2;0;2;1;1;0;0;1;3;4;1;2;0;3;2;3;4;0;1;1;0;3;3;0;3;2;0;6;0;1;2;1;4;2;4
"gene_155";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;4;0
"gene_156";1;5;6;5;14;1;5;3;0;0;2;5;2;3;0;1;1;1;3;2;5;6;2;3;3;1;0;6;1;10;3;9;2;2;0;1;0;7;5;0;2;0;1;10;9;2;0;1
"gene_157";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gene_158";0;0;0;2;0;0;0;3;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;2;0;0;1;0
"gene_159";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"gene_160";0;0;0;0;1;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
"gene_161";2;1;2;2;12;0;1;4;4;2;0;2;1;10;2;0;0;0;0;0;2;4;12;1;0;2;1;1;1;2;0;3;2;1;2;6;4;2;6;2;10;1;2;2;2;1;2;1
"gene_162";0;3;0;0;0;0;0;2;0;0;2;0;0;1;0;4;0;0;0;0;2;1;0;1;0;0;0;1;0;5;0;0;2;0;0;0;0;2;1;0;3;0;0;2;1;0;0;0
"gene_163";0;0;1;1;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"gene_164";2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_165";1;1;0;0;2;0;1;0;3;2;1;0;3;2;1;1;4;0;1;0;0;2;0;1;1;2;0;2;0;0;0;1;0;0;0;2;2;0;0;1;3;0;2;4;5;0;3;5
"gene_166";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"gene_167";1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;2;1;0;1;1;0;0;1;5;0;0;1;0
"gene_168";0;0;0;0;3;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;9;0;0;1;0;1;0;0;0;0;0;0;0;2;1;0
"gene_169";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;3;1;0;1;0;0;0;0;2;1;0;0;2;1;0;9;0;4;0;0;2;0;0;0;2;0;0;1
"gene_170";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_171";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_172";1;1;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0
"gene_173";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
"gene_174";0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0
"gene_175";1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;3;7;0;0;0;0;0;0;0
"gene_176";0;0;0;0;2;0;0;5;0;1;2;0;1;0;1;1;1;0;0;0;1;1;2;0;1;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;2;1;0;0;1;0;0;5
"gene_177";0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0
"gene_178";5;1;12;5;4;0;1;4;3;1;17;1;6;2;2;6;5;0;2;5;1;3;2;0;2;4;0;6;0;5;0;2;2;0;2;15;0;0;3;0;2;3;1;18;9;1;7;1
"gene_179";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;6;0;0;0;1
"gene_180";0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
"gene_181";0;2;0;3;2;0;0;0;0;5;1;1;0;0;2;0;5;1;3;0;2;2;4;2;2;1;0;1;3;7;0;1;3;0;1;3;2;1;1;4;5;0;0;2;3;0;4;0
"gene_182";0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;2;2;1;0;1;1
"gene_183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0
"gene_184";0;0;2;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"gene_185";1;1;0;0;0;0;0;3;0;2;0;0;2;0;2;0;0;0;0;0;1;2;2;2;1;1;0;4;3;4;0;0;1;0;0;3;0;0;0;0;2;2;1;5;4;0;1;0
"gene_186";0;0;0;0;2;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;2;2;0
"gene_187";0;1;0;0;1;0;0;0;3;2;0;0;3;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;3;0;0;0;0;1;0;0;3;0;0;1;0;0;2;4;1;2;0
"gene_188";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_189";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_190";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"gene_191";0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;3;0;0;0;0;0;1;1
"gene_192";1;0;0;2;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;1;2;1;0;3;0;0;1;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;2;0;0;0;0
"gene_193";0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0
"gene_194";3;0;0;1;1;1;1;5;1;1;0;1;0;2;0;3;1;0;1;2;0;4;0;1;1;0;0;1;0;2;1;0;0;0;0;6;0;0;0;1;3;1;0;2;3;1;0;0
"gene_195";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;4;1;0;0;0;1;0;0;0;0
"gene_196";0;0;4;5;31;0;3;13;5;1;1;1;2;2;0;3;5;1;0;1;8;4;7;2;1;0;0;1;1;9;0;2;1;0;0;11;4;0;3;4;10;1;0;1;1;0;4;3
"gene_197";1;0;2;0;2;1;0;1;0;0;1;1;2;1;2;0;0;0;0;0;3;6;0;1;2;2;0;0;1;3;0;0;2;0;0;6;0;2;0;1;0;0;0;2;0;0;0;0
"gene_198";0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
"gene_199";0;1;0;2;7;0;2;2;3;14;2;1;1;2;0;0;1;0;0;1;0;6;1;0;0;0;0;1;1;5;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;3
"gene_200";0;0;0;0;0;0;0;1;0;1;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
"gene_201";0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;0;0;0;1;3;0;0;0;0;0;0;0
"gene_202";0;0;0;2;0;0;0;7;2;5;2;0;7;2;0;0;3;0;0;0;1;1;1;0;0;1;1;3;0;0;0;0;2;0;0;5;0;0;3;0;1;0;0;7;3;0;1;0
"gene_203";0;0;2;1;1;1;0;1;1;1;0;1;2;0;2;2;0;0;0;0;1;4;0;0;0;0;1;0;0;2;2;1;0;1;0;0;1;0;2;0;0;0;0;1;1;0;3;0
"gene_204";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"gene_205";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1
"gene_206";0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;1;0
"gene_207";1;0;0;4;0;0;1;4;0;0;0;0;1;1;1;0;1;0;0;2;2;3;1;0;0;0;0;2;2;1;1;1;0;0;0;1;0;1;1;0;1;0;0;4;4;0;0;0
"gene_208";0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;1;0;2
"gene_209";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_210";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_211";0;0;1;1;0;0;1;0;0;0;1;0;1;2;0;0;1;0;0;0;0;1;0;2;0;1;1;1;1;0;0;1;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
"gene_212";0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;0;1;0;2;0;1;0;1;0;2;1;4;0;0;1;0;1;0;0;0;0;1;2;0;0;3;2;0;0;6
"gene_213";0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
"gene_214";0;1;1;1;4;0;1;2;5;0;19;2;0;2;1;1;0;0;2;0;0;9;5;1;5;1;0;1;0;7;0;7;1;0;2;4;0;0;0;8;7;0;7;10;2;1;19;5
"gene_215";0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0
"gene_216";0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"gene_217";0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_218";0;0;0;0;0;0;1;1;2;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2;5;0;0;1;0;0;0;0
"gene_219";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_220";0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;2;0;0;0;0
"gene_221";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;5;0
"gene_222";0;4;1;0;0;0;2;7;3;2;5;1;0;2;0;0;0;1;0;1;0;0;1;0;2;3;0;3;0;1;0;0;0;0;0;11;0;0;1;0;0;0;0;4;1;0;1;1
"gene_223";0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;0;1;0;0;4;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
"gene_224";0;1;1;5;4;0;2;1;0;1;1;0;0;1;0;0;0;0;0;0;2;0;1;1;0;2;0;2;0;2;0;1;1;0;0;0;0;0;2;0;1;2;0;1;2;0;3;0
"gene_225";0;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;0;0;2;0;4;0;1;0;0;0;1;0;0;0;8;2
"gene_226";0;2;7;4;4;1;2;2;0;2;1;3;8;2;1;1;12;1;2;5;3;2;1;2;0;3;1;1;2;8;0;2;2;0;1;12;1;3;2;6;11;0;0;1;5;0;6;3
"gene_227";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gene_228";0;0;5;0;2;0;1;2;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;6;0;2;0;0;0;1;0;0;0;0;1;0;0;6;2;1;0;0
"gene_229";0;0;0;0;1;0;1;6;1;1;0;0;3;2;2;0;0;0;2;0;2;3;0;2;3;0;1;0;3;9;4;2;1;0;0;20;2;1;3;0;2;1;1;23;1;0;1;1
"gene_230";0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"gene_231";1;4;6;1;21;0;9;35;3;15;4;2;16;2;6;5;5;0;0;4;6;22;4;0;1;0;0;3;1;14;1;4;1;1;2;2;4;0;6;7;20;3;2;4;3;1;9;12
"gene_232";0;10;4;6;7;0;1;0;3;2;5;0;3;0;2;3;5;0;4;3;5;12;3;0;0;1;1;6;4;5;0;0;0;0;1;2;0;1;2;6;6;1;0;2;2;3;0;1
"gene_233";0;0;1;0;0;0;0;0;3;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;2;1;0;0;0
"gene_234";0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;2;0;1;0;1;0;0;0;0;2;0;0;0;0;1;6;1;0;2;0;1;0;0;4;5;2;0;0
"gene_235";0;0;1;2;1;0;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;3;2;1;1;0;0;0;0;0;4;1;0;0
"gene_236";0;2;4;0;2;0;0;1;0;1;0;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;1;0;0;0;1;0;0;0;0;0
"gene_237";0;0;0;4;3;0;0;1;0;1;0;0;2;0;0;0;0;0;0;8;0;4;1;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;3;0;0;1;0;0;6;0
"gene_238";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"gene_239";0;0;0;2;1;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
"gene_240";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0
"gene_241";0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;4;0;0;1;0;0;0;0
"gene_242";0;0;0;0;0;0;0;0;2;0;11;0;9;0;0;3;0;0;0;0;0;0;1;1;1;0;0;4;0;18;0;1;0;0;0;27;0;0;0;0;1;1;0;22;8;0;10;5
"gene_243";0;0;1;0;8;0;0;3;3;3;1;0;2;1;1;0;0;0;0;0;5;1;0;0;0;0;1;1;0;4;1;0;0;0;2;32;1;0;1;4;6;0;0;26;0;2;1;0
"gene_244";1;0;0;1;0;0;0;0;2;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;7;2;0;1;0;0;0;0
"gene_245";0;0;2;0;4;0;3;1;1;2;1;0;1;1;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;1;0;1;2;0;0;2;2
"gene_246";8;10;16;6;265;5;23;48;87;184;54;4;133;65;52;12;3;1;4;15;90;141;58;23;65;43;21;80;30;176;14;40;3;0;9;13;10;36;83;73;120;21;27;135;99;16;124;36
"gene_247";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"gene_248";0;0;7;1;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;1;5;1;1;4;1;0;3;0;9;0;2;1;0;0;3;1;0;1;1;1;0;0;1;6;1;6;0
"gene_249";0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;0
"gene_250";1;1;4;0;4;0;0;2;0;5;0;1;1;0;0;0;1;0;1;3;6;1;0;0;0;0;0;1;2;1;0;4;0;6;1;1;0;0;0;0;1;0;1;6;4;0;6;1
"gene_251";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"gene_252";0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;3;0
"gene_253";0;0;0;0;3;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;1;0;0;0
